10,2,999.7669528187062,393.91335832863274,315.65829800861457,201.2496783379936,1.0,0,1.0
10,5,45.89980899894648,377.6173153911842,174.2125088352642,104.31455828705583,1.0,0,1.0
20,2,925.7880248974773,405.3195921132781,424.45007553429923,273.162154195644,1.0,0,1.0
20,5,31.12074520086118,377.97355133696567,181.41124750450473,108.62500188149983,1.0,0,1.0
20,7,387.49959068332134,381.1788372765299,43.462071916903824,35.462273736198426,1.0,0,1.0
30,2,906.2654915319578,409.16140243269695,475.24999727686566,305.85532241577187,1.0,0,1.0
30,5,16.34168138309944,378.32978728274713,188.60998621309807,112.93544547594382,1.0,0,1.0
30,7,386.7159533752226,379.6599356100838,46.038460452656466,37.6730155721595,1.0,0,1.0
30,14,441.00905592985214,372.6514418420713,34.22288520253744,32.093510903602805,1.0,0,1.0
40,2,886.7429588177024,413.00321275211587,526.049917716904,338.5484906358999,1.0,0,1.0
40,5,1.562617545661297,378.6860232285286,195.80872496104433,117.24588907038782,1.0,0,1.0
40,7,387.25213055674124,380.14699527329367,45.12225085377179,37.023490479452846,1.0,0,1.0
40,14,442.27771601742074,372.4641024879523,33.312537525523965,31.20234962375872,1.0,0,1.0
40,15,1152.5411113267644,392.7393809154349,125.30225444120879,90.93024435572187,1.0,0,1.0
50,2,867.2204267547108,416.8450230715348,576.8498368544147,371.2416588560277,1.0,0,1.0
50,5,-13.216446311453268,379.04225917431006,203.00746374834335,121.55633266483181,1.0,0,1.0
50,7,387.09176598237156,379.5756767487747,46.0110476864927,37.75276205169746,1.0,0,1.0
50,14,442.8720067251443,372.35292828435786,32.64321944321978,30.575429544357746,1.0,0,1.0
50,15,1152.4380290686127,393.7976681220565,124.35724078369662,90.12576789665121,1.0,0,1.0
60,2,847.6978953429834,420.68683339095367,627.649754689397,403.93482707615567,1.0,0,1.0
60,5,-27.995510188244253,379.3984951200915,210.20620257499525,125.86677625927581,1.0,0,1.0
60,7,389.1496145076314,383.79855322328285,38.973113126202406,32.0807964479834,1.0,0,1.0
60,14,440.0132440077583,372.4864625121809,35.380099320168256,33.183373795988985,1.0,0,1.0
60,15,1153.7478666100442,393.84315927576006,122.98851191999415,88.99467743682516,1.0,0,1.0
60,23,903.2483387950939,383.0428585343215,47.676268804105234,37.887541459599845,1.0,0,1.0
60,24,1005.4923482118517,389.8074714115153,66.49833480168729,54.84053882154217,1.0,0,1.0
70,2,828.17536458252,424.52864371037253,678.4496712218512,436.62799529628364,1.0,0,1.0
70,5,-42.77457408471163,379.754731065873,217.4049414409999,130.1772198537198,1.0,0,1.0
70,7,389.4307007855544,384.2115943577792,38.26236747709004,31.495745251738015,1.0,0,1.0
70,14,446.5074638540845,378.2516180183194,39.364672616096186,36.85352950214485,1.0,0,1.0
